gene_name,kME
Prkcb,0.293265003695203
Dlk1,0.291643445626003
Rab3c,0.291595834045574
Itpr1,0.289014220908628
Hap1,0.287183120129907
Trps1,0.286385937836244
Ubr4,0.285782152013785
Cacna1d,0.282678695093501
Baz2b,0.282667068455696
Uggt2,0.281291916376709
Enox1,0.280600131007645
Ksr2,0.279134145679451
Gm6999,0.2788845298655
N4bp2,0.277569770717911
Tmem130,0.277544926213644
Gm45846,0.276388416795938
Nf1,0.276192242465319
Neto1,0.275401068077301
Srrm4,0.275170562892311
Gm30524,0.274582500358829
Gm13481,0.272506131690481
Fbxl17,0.272218985764702
Chd7,0.272205357904382
Lncpint,0.272031745577006
Adamts6,0.271769375100131
Pappa2,0.266826294083596
Zdbf2,0.264601877050256
Magi2,0.264334498238178
Usp34,0.264284813506364
Pcsk6,0.261449945943108
Efna5,0.260608426890287
Syt16,0.259566694933317
Esm1,0.259411302218995
Fam214a,0.25806024363017
Dock11,0.257894367342448
Pam,0.257468863589104
4930517O19Rik,0.256596676567999
Nsun7,0.256411882058582
Mast2,0.256383008458426
Pds5b,0.25551166623438
Akt3,0.255078762566051
Gm20721,0.253202748769832
Ddo,0.251876808169311
Plxna2,0.251578257258761
Ttc3,0.250003722740044
Gm44644,0.247797962989791
Gm15577,0.247163959368012
3930402G23Rik,0.246246000053278
Gm45352,0.246140788053376
Gm12158,0.246075400171398
Ank3,0.246018829727232
Sidt1,0.245624414400672
Shisa9,0.245335389417198
Gm26903,0.244886043574976
Zbtb20,0.243875259799939
Gm12236,0.243736039377739
Xylt1,0.243446372947812
Fam19a1,0.243119238352649
Nptn,0.243099561056994
Zdhhc14,0.242247543372003
Galnt9,0.239446748957972
Kdm7a,0.238666661505459
Dnajc1,0.238293428477353
Abi2,0.237854045518747
Rin2,0.237418097711839
Arhgap29,0.237043542097982
Epha3,0.236850397486168
2610027F03Rik,0.235803111149735
Gabra2,0.233807283493645
Tfrc,0.233690111220497
Adgb,0.2330593009378
Cdc42bpa,0.232741075745046
Map3k1,0.232620491470615
St8sia4,0.232202650708528
Ubn2,0.231781342435404
Gm44129,0.231527956518134
Zmynd8,0.230291710335948
Chm,0.229701119538761
Klhdc10,0.229344110151211
Tnrc6c,0.229110317702169
Cmip,0.229022840072351
Cnot6l,0.228721469313665
Tulp4,0.228074811094618
E130307A14Rik,0.228019934737565
Pcgf5,0.225638776402795
Ankrd17,0.225472262523227
Calb1,0.225197798704969
Iqsec1,0.224196430509385
Gab2,0.224183110398814
Gnao1,0.224171720628832
Lncbate1,0.223780158598651
Stambpl1,0.223675198997196
Epb41,0.2221894848888
Adcy3,0.22175491103342
Cacng4,0.221673522777573
Tmem2,0.220739453321962
Peg3,0.220527628761501
Ascc3,0.219625194969717
Ralgapa1,0.218498205202653
Ankrd55,0.218183369824239
Rtl1,0.217005486261445
Srrm4os,0.216983260434002
Rasal1,0.216134507375937
Ngef,0.215648985094934
Samd12,0.215229495270775
Mtss1,0.214670629043867
Slc6a17,0.214378656794905
Stag2,0.213823136034405
Eml5,0.213201778254495
Gsap,0.210366222602096
Kmt2c,0.209812970277116
